"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Dominican Republic","DOM","Population ages 65 and above, female","SP.POP.65UP.FE.IN","41167","42641","44123","45625","47160","48743","50620","52535","54514","56559","58678","61052","63487","65991","68601","71328","74281","77329","80488","83755","87135","91067","95066","99192","103526","108126","113592","119345","125379","131673","138218","145520","152985","160688","168720","177158","185495","194134","203066","212239","221630","231110","240626","250114","259460","268637","277119","285470","293937","302817","312347","322275","332718","343855","355910","369041","382755","397400","",
"Algeria","DZA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","175907","186281","198302","210758","222135","231684","239652","246078","251966","258594","266648","277684","289622","301717","312966","322905","331986","339884","347297","355144","363943","375079","387281","399790","411533","422010","432513","441889","451101","461498","473929","488106","503631","520315","537904","556307","581356","608356","637330","667996","700217","731010","762419","794730","827891","861759","893375","925309","958323","993103","1030288","1059086","1089395","1122690","1161637","1208226","1257830","1315694","",
"East Asia & Pacific (excluding high income)","EAP","Population ages 65 and above, female","SP.POP.65UP.FE.IN","18867501","18895631","18970665","19147953","19285516","19458818","20272945","21135598","22048041","22973290","23879114","24848655","25778157","26690614","27591968","28477142","29555898","30610078","31683795","32779779","33871258","35124395","36383745","37602979","38748081","39863287","40942838","41997779","43033899","44092074","45234173","46373195","47640937","49022602","50480317","51984864","53889132","55718772","57506751","59306826","61140444","62878739","64604347","66297217","67901337","69418038","71035228","72599481","74180287","75875660","77776746","79925568","82219044","84803654","87895818","91611535","95942337","100892285","",
"Early-demographic dividend","EAR","Population ages 65 and above, female","SP.POP.65UP.FE.IN","16981158","17507268","18042542","18564720","19051352","19493341","20085277","20639478","21173659","21717054","22286956","23078029","23880353","24684646","25474148","26245206","27156237","28048152","28923814","29784440","30632784","31587517","32514548","33427904","34346933","35289967","36392224","37500622","38622155","39763682","40963944","42427232","43900264","45396716","46929649","48511850","50400364","52300783","54217725","56154232","58117041","60092135","62030862","63931218","65787699","67611938","69639223","71617136","73566174","75520436","77524051","79796053","82096065","84506275","87119715","90004089","93296052","96788149","",
"East Asia & Pacific","EAS","Population ages 65 and above, female","SP.POP.65UP.FE.IN","23177735","23376757","23582508","23895043","24170758","24484864","25444773","26451871","27492435","28619495","29701790","30901518","32059431","33181821","34367249","35538282","36882191","38245972","39648894","41080139","42495484","44084013","45656402","47181518","48650770","50129203","51587275","53055629","54537113","56063007","57679865","59302368","61048927","62918725","64896613","66957190","69409001","71789470","74143773","76505267","78910967","81222987","83520897","85785055","87951575","90042754","92225971","94351137","96531419","98858994","101464629","104267056","107289002","110643401","114520500","119013184","124025845","129623768","",
"Europe & Central Asia (excluding high income)","ECA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","10868471","11204216","11554190","11930223","12340886","12790579","13241512","13724511","14229426","14748749","15283435","15857692","16407534","16958835","17549825","18193812","18845525","19549727","20230865","20772867","21124902","21297284","21264097","21136436","21078106","21156965","21386026","21702119","22106948","22600370","23143222","23727470","24407940","25097088","25644722","26007499","26284498","26336049","26295342","26328674","26534108","26962787","27537575","28173166","28633075","28790789","28863207","28710481","28464509","28307210","28281087","28399961","28574751","28814239","29131320","29583233","30213035","30980668","",
"Europe & Central Asia","ECS","Population ages 65 and above, female","SP.POP.65UP.FE.IN","34327463","35251481","36219099","37232671","38292011","39404430","40542837","41702869","42887542","44105773","45317629","46586268","47848567","49092524","50363215","51675667","53059419","54500017","55865873","56935871","57605571","57892737","57705760","57311668","57100066","57277617","57886160","58800745","59948808","61200490","62427538","63626918","64886294","66095083","67093562","67898815","68653240","69164352","69550362","70047549","70715019","71671977","72821007","74051510","75087936","75779500","76376775","76715344","76957307","77316792","77913232","78553018","79566438","80805103","82163985","83631049","85193085","86823697","",
"Ecuador","ECU","Population ages 65 and above, female","SP.POP.65UP.FE.IN","117886","120479","122718","124759","126834","129020","131430","133867","136326","138724","141046","143708","146273","148842","151571","154551","158763","163182","167690","172078","176259","181041","185597","190089","194706","199579","205306","211215","217401","223947","230923","239208","247919","257066","266598","276510","288102","299926","312038","324514","337432","350424","363705","377550","392282","408138","422843","438602","455236","472373","489859","505799","522060","539504","559360","582396","607149","634791","",
"Egypt, Arab Rep.","EGY","Population ages 65 and above, female","SP.POP.65UP.FE.IN","599193","622096","647130","673839","701146","728630","755089","781263","807428","834298","862287","887781","914204","941478","969095","996813","1024237","1051045","1077981","1106036","1135754","1165803","1197486","1230929","1265998","1302695","1338796","1375159","1412201","1450954","1492093","1536749","1583872","1632535","1681084","1728933","1780122","1827590","1872405","1915689","1957710","1998087","2036376","2072234","2104467","2133150","2160058","2183594","2209198","2244285","2293183","2363029","2440885","2522547","2602511","2677847","2748002","2818869","",
"Euro area","EMU","Population ages 65 and above, female","SP.POP.65UP.FE.IN","16111325","16522708","16944009","17377691","17818504","18274274","18740618","19192815","19649279","20125488","20585515","21048812","21526995","21992778","22450165","22900830","23411919","23931592","24419038","24793094","25014815","25093558","24970998","24761388","24632544","24693604","24959263","25398212","25958379","26550552","27096036","27585856","28052354","28468793","28839596","29207032","29615704","29993379","30355570","30747843","31190443","31622660","32109787","32621571","33112591","33553745","33980990","34375868","34749831","35117156","35548482","35827656","36363058","37019278","37704469","38374103","38960405","39505171","",
"Eritrea","ERI","Population ages 65 and above, female","SP.POP.65UP.FE.IN","22041","22436","22849","23253","23621","23940","24527","25068","25580","26079","26577","27273","27961","28642","29322","30007","30954","31887","32811","33742","34692","35889","37038","38189","39353","40553","42121","43690","45160","46377","47278","48621","49575","50286","50989","51860","53326","55021","56938","59041","61265","63665","66138","68602","70975","73161","75888","78312","80472","82468","84403","87047","","","","","","","",
"Spain","ESP","Population ages 65 and above, female","SP.POP.65UP.FE.IN","1477160","1507560","1537703","1568383","1604005","1645813","1693821","1749610","1809618","1863784","1918439","1970703","2016781","2061383","2107767","2157884","2216984","2279776","2343352","2404021","2460354","2512747","2560652","2607057","2657517","2715416","2781595","2852155","2926658","3003773","3082324","3156452","3239251","3325914","3416165","3511358","3595604","3686141","3776915","3859319","3930559","3967778","4020791","4083806","4146800","4217430","4295224","4387341","4477248","4545807","4607262","4691590","4774385","4847185","4923676","5009515","5083591","5156455","",
"Estonia","EST","Population ages 65 and above, female","SP.POP.65UP.FE.IN","88775","90691","92800","94980","97314","99709","101955","103947","106139","108502","110958","113699","116129","118264","120299","122297","123938","125731","127271","127948","127749","127386","126004","124118","122560","121869","122299","123402","124846","126372","127788","130503","131845","132291","133008","133614","134616","135304","135802","138108","141125","143287","145717","148163","150202","151524","152739","153525","154191","154996","156057","157116","158416","159962","161752","164072","166357","168392","",
"Ethiopia","ETH","Population ages 65 and above, female","SP.POP.65UP.FE.IN","344533","351548","357857","363881","370219","377196","388590","400465","412552","424480","436044","451495","466450","480334","492531","502806","521976","540070","558729","578793","600056","609343","618845","629204","641119","654647","676357","699462","722960","745515","766634","789260","810610","831955","854850","879962","914413","949614","984628","1018280","1050229","1086584","1122603","1159113","1197194","1237710","1288381","1340850","1396015","1455077","1518797","1584473","1653393","1724225","1794689","1863653","1927634","1989817","",
"European Union","EUU","Population ages 65 and above, female","SP.POP.65UP.FE.IN","23997448","24606521","25244148","25904026","26575257","27258454","27963780","28657431","29348688","30059994","30758382","31471345","32206081","32924832","33634630","34338999","35114906","35891649","36607608","37151733","37472635","37578460","37398244","37100724","36925357","37019282","37420240","38051209","38835841","39632097","40347502","40992597","41604998","42175449","42680300","43173074","43704756","44210119","44677354","45182204","45688592","46235884","46821370","47455253","48061999","48608255","49143412","49610188","50058513","50554141","51169197","51689830","52536031","53549700","54609796","55644886","56596435","57478628","",
"Fragile and conflict affected situations","FCS","Population ages 65 and above, female","SP.POP.65UP.FE.IN","2054782","2115640","2170705","2221819","2271914","2322402","2397514","2472353","2546140","2617451","2685810","2774155","2859470","2942468","3023877","3104436","3204918","3302662","3397548","3489512","3578835","3686662","3788540","3884691","3975024","4060085","4173024","4281193","4387817","4496554","4633353","4779924","4931011","5084810","5238947","5392199","5548078","5696126","5837788","5975706","6111566","6264330","6413876","6561311","6707432","6853379","7044971","7236371","7428095","7619441","7811707","8031806","8248471","8472283","8718359","8996649","9324100","9677573","",
"Finland","FIN","Population ages 65 and above, female","SP.POP.65UP.FE.IN","203691","208373","213605","219405","225112","230458","237287","244718","252270","259120","265786","274689","285322","296153","306777","316850","328318","339091","349245","358559","367287","373561","379627","385532","391529","397858","404233","410935","417933","425062","432098","439106","445481","450924","455698","459964","463908","467610","471134","474505","477898","483019","488172","493324","498764","504539","509415","514218","520131","528721","540894","555508","573580","593570","613032","630316","644969","657688","",
"Fiji","FJI","Population ages 65 and above, female","SP.POP.65UP.FE.IN","3175","3301","3485","3711","3965","4247","4474","4712","4958","5216","5484","5762","6035","6302","6579","6871","7135","7367","7570","7763","7964","8361","8782","9183","9505","9704","10076","10350","10546","10717","10880","11116","11362","11632","11914","12203","12742","13324","13918","14500","15068","15602","16089","16585","17157","17831","18595","19453","20376","21327","22261","23431","24631","25856","27087","28338","29596","30838","",
"France","FRA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","3415021","3481337","3553576","3629672","3704913","3777081","3851498","3921012","3986723","4050509","4113889","4184426","4249091","4309944","4370508","4431645","4503129","4580093","4648631","4686075","4681608","4651306","4573968","4481007","4419513","4416184","4461731","4563407","4699077","4833123","4944844","5033838","5125028","5200890","5273309","5351427","5429974","5506430","5580692","5657670","5738082","5811048","5880028","5942818","5999417","6049571","6090558","6115229","6139639","6189194","6282167","6394734","6547656","6734892","6929701","7113025","7273039","7423301","",
"Faroe Islands","FRO","Population ages 65 and above, female","SP.POP.65UP.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Population ages 65 and above, female","SP.POP.65UP.FE.IN","820","842","866","884","902","925","954","988","1018","1044","1058","1095","1125","1160","1200","1251","1255","1268","1278","1292","1297","1352","1403","1451","1500","1550","1608","1659","1714","1769","1818","1889","1947","1989","2024","2062","2102","2139","2169","2181","2165","2216","2258","2291","2318","2343","2316","2294","2265","2245","2242","2265","2298","2346","2410","2487","2599","2721","",
"Gabon","GAB","Population ages 65 and above, female","SP.POP.65UP.FE.IN","19389","19569","19706","19813","19896","19969","20285","20588","20862","21074","21206","21645","22024","22347","22615","22856","23261","23630","23986","24367","24809","25457","26147","26860","27561","28249","29067","29861","30652","31466","32328","33275","34238","35194","36129","37035","37977","38861","39691","40466","41182","41811","42361","42856","43311","43740","44239","44683","45098","45499","45898","46299","46696","47055","47372","47630","48261","48851","",
"United Kingdom","GBR","Population ages 65 and above, female","SP.POP.65UP.FE.IN","3787126","3852452","3921400","3987724","4051318","4116891","4188705","4263885","4338836","4411049","4482695","4570106","4649449","4719453","4782897","4843356","4911136","4974873","5034343","5086406","5125211","5156477","5164779","5166419","5177611","5203277","5243070","5291587","5342820","5387403","5420133","5452653","5469173","5473362","5472754","5470595","5468637","5462725","5456923","5453400","5452568","5462186","5473191","5486985","5507502","5536608","5574026","5611186","5654312","5713006","5797374","5908042","6037687","6178525","6319009","6446626","6556788","6644313","",
"Georgia","GEO","Population ages 65 and above, female","SP.POP.65UP.FE.IN","181820","180742","179488","178391","177814","177972","180709","183948","187646","191650","195800","202756","209118","215057","221515","228617","236849","245903","254780","262806","269274","272901","274670","275377","276040","277593","280493","283665","288318","292636","298309","310134","323915","338124","344462","341877","340062","337316","335874","335884","338018","344957","353762","360500","364753","365095","364777","361370","356148","350639","345987","341462","338106","336018","334968","338265","340889","343869","",
"Ghana","GHA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","84586","87838","91128","94332","97303","99991","103354","106203","108717","111150","113649","117704","121916","126090","129969","133434","137499","140900","143974","147122","150573","155972","162005","168461","175067","181665","188703","195453","202096","208848","215890","224142","232603","241210","249821","258388","266493","274035","281350","288884","296955","315748","335818","356901","378462","400019","420821","440162","458090","475218","492045","495493","499403","503570","507612","511543","521558","531464","",
"Gibraltar","GIB","Population ages 65 and above, female","SP.POP.65UP.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Population ages 65 and above, female","SP.POP.65UP.FE.IN","61626","62423","62868","63043","63079","63041","64562","65961","67142","67997","68470","70250","71479","72207","72543","72553","74252","75649","76785","77706","78451","80974","83692","86525","89373","92188","95947","99799","104029","108963","114756","121195","128729","136832","144829","152361","156903","159874","161730","163024","164132","165881","167123","167919","168311","168330","171571","174741","177674","180089","181882","185088","187679","190204","193380","197621","204839","212944","",
"Gambia, The","GMB","Population ages 65 and above, female","SP.POP.65UP.FE.IN","4458","4600","4707","4792","4856","4896","5054","5175","5280","5389","5525","5749","6017","6304","6594","6868","7250","7603","7944","8311","8697","9069","9467","9863","10227","10540","10837","11102","11352","11600","11862","12283","12713","13165","13650","14163","14532","14923","15312","15696","16077","16308","16523","16769","17098","17546","18123","18816","19546","20178","20653","20999","21202","21377","21673","22183","22908","23806","",
"Guinea-Bissau","GNB","Population ages 65 and above, female","SP.POP.65UP.FE.IN","10129","10381","10604","10788","10924","11011","11265","11487","11704","11962","12282","12828","13406","13984","14523","15000","15447","15733","15851","15811","15613","15975","16312","16616","16866","17053","17339","17583","17783","17949","18097","18451","18773","19044","19263","19406","19706","19948","20134","20294","20450","20681","20888","21091","21317","21575","22168","22798","23437","24060","24661","25435","26169","26933","27821","28880","30224","31692","",
"Equatorial Guinea","GNQ","Population ages 65 and above, female","SP.POP.65UP.FE.IN","6890","6967","7008","7029","7045","7070","7209","7342","7441","7462","7384","7345","7173","6906","6570","6189","6076","5964","5872","5858","5911","6173","6581","7087","7616","8137","8489","8796","9074","9334","9600","9874","10112","10336","10567","10814","11075","11345","11622","11894","12161","12440","12720","13000","13290","13605","13956","14329","14706","15073","15418","15777","16113","16449","16834","17283","17840","18439","",
"Greece","GRC","Population ages 65 and above, female","SP.POP.65UP.FE.IN","343307","352100","361282","370513","379959","389807","411108","433641","456766","480630","506261","520799","537381","553479","568928","587146","607726","626286","644286","661409","676119","687220","695825","703823","711005","717318","723716","731988","743382","759394","782752","799920","814622","829662","846647","866436","887068","910223","935488","959654","983835","1010362","1034393","1054988","1072033","1085260","1098613","1106853","1113407","1122424","1135056","1147322","1160320","1174572","1189789","1203679","1214344","1226462","",
"Grenada","GRD","Population ages 65 and above, female","SP.POP.65UP.FE.IN","2861","2905","2952","2992","3014","3025","3066","3102","3139","3176","3204","3312","3389","3446","3490","3535","3561","3594","3632","3686","3765","3768","3787","3799","3770","3696","3817","3941","4095","4322","4621","4628","4677","4754","4814","4831","4887","4887","4845","4803","4785","4754","4752","4758","4759","4741","4727","4698","4657","4612","4567","4546","4531","4518","4511","4513","4542","4574","",
"Greenland","GRL","Population ages 65 and above, female","SP.POP.65UP.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Population ages 65 and above, female","SP.POP.65UP.FE.IN","57334","59773","62178","64582","67069","69674","72676","75766","78834","81731","84384","87222","89833","92297","94770","97357","100489","103681","106860","109960","113019","116627","120244","123957","127894","132193","137576","143292","149309","155598","162157","170013","177935","185885","193877","201916","210730","219738","228799","237705","246390","255555","264510","273349","282289","291486","300332","309715","319539","329575","339812","350965","362089","373885","387383","403170","420071","439168","",
"Guam","GUM","Population ages 65 and above, female","SP.POP.65UP.FE.IN","600","617","635","654","681","705","721","744","767","794","819","877","935","1002","1078","1165","1235","1310","1398","1489","1591","1682","1768","1865","1967","2083","2187","2294","2406","2531","2679","2799","2930","3073","3227","3381","3563","3742","3930","4124","4320","4575","4824","5058","5266","5446","5612","5755","5899","6070","6281","6537","6833","7149","7485","7832","8162","8521","",
"Guyana","GUY","Population ages 65 and above, female","SP.POP.65UP.FE.IN","11488","11735","11997","12298","12606","12872","12979","13067","13221","13427","13594","13734","13834","13992","14226","14442","14563","14661","14828","15046","15209","15167","15148","15321","15620","15810","15495","15168","15093","15329","15754","15948","16025","16004","15939","15858","16077","16242","16341","16373","16366","16496","16642","16780","16850","16821","17176","17470","17744","18110","18627","18915","19324","19824","20374","20941","21646","22374","",
"High income","HIC","Population ages 65 and above, female","SP.POP.65UP.FE.IN","38805094","39898021","40975645","42080616","43213287","44367845","45570635","46776727","47977241","49281238","50568731","51947708","53318642","54655644","56070829","57502656","58943677","60450273","61947843","63316787","64454825","65349424","65936663","66400016","67006490","67934048","69125371","70579763","72222279","73917738","75571467","77110552","78575215","79968961","81288095","82615656","83890964","85144002","86358505","87601017","88857187","90167532","91495629","92848429","94237392","95663884","97140861","98643073","100261922","102028621","104071075","106002779","108432735","111137904","113968940","116809294","119514261","122119818","",
"Hong Kong SAR, China","HKG","Population ages 65 and above, female","SP.POP.65UP.FE.IN","59284","62644","67126","71424","75224","79436","83540","89498","95574","101654","109341","117738","126300","136368","147383","157021","161475","166555","172711","186099","195466","204203","211832","219602","226411","233893","244241","254634","265033","276272","285860","293814","302102","313791","328276","342964","363483","371619","379714","388056","396011","408670","420402","429057","440691","449334","457225","463753","468502","473799","485847","499649","520220","540648","564342","589753","615247","642136","",
"Honduras","HND","Population ages 65 and above, female","SP.POP.65UP.FE.IN","35265","36428","37628","38821","39933","40938","42280","43537","44742","45943","47150","48626","50125","51668","53281","54978","57049","59200","61356","63392","65248","67141","68898","70669","72651","74974","77850","81039","84442","87913","91371","94965","98517","102093","105825","109791","113908","118236","122739","127326","131960","136418","140908","145459","150103","154895","159543","164369","169457","174889","180772","186722","193048","199977","207791","216661","226119","236455","",
"Heavily indebted poor countries (HIPC)","HPC","Population ages 65 and above, female","SP.POP.65UP.FE.IN","2559045","2626692","2690216","2750526","2808803","2865903","2955543","3043178","3128709","3211772","3292378","3402000","3507555","3609390","3707663","3802699","3930923","4055945","4178506","4298091","4414190","4540328","4659768","4775507","4890942","5007933","5165291","5324596","5486013","5648762","5812655","5997504","6181884","6366403","6551697","6738317","6951503","7158990","7362549","7562219","7758066","7987518","8212217","8436094","8664188","8900244","9207097","9518392","9833822","10153047","10477701","10817924","11162079","11513382","11874717","12249080","12660961","13079760","",
"Croatia","HRV","Population ages 65 and above, female","SP.POP.65UP.FE.IN","175708","180956","186786","193094","199602","206192","214340","222484","230808","239542","248973","258808","268594","278203","287276","295575","303079","309430","316437","320894","323035","322816","320349","316796","314845","316261","320988","328477","337935","347393","356682","347460","354865","379148","390998","404003","398526","414533","416524","429780","425816","436818","446977","456632","464005","468769","472768","473367","472819","473121","475570","463895","467689","473179","478466","481484","486649","489208","",
"Haiti","HTI","Population ages 65 and above, female","SP.POP.65UP.FE.IN","68042","69825","71581","73349","75202","77174","80072","83029","85980","88822","91517","95000","98261","101324","104179","106819","110595","114072","117318","120390","123320","127004","130521","133804","136819","139569","142751","145830","148739","151387","153779","157348","160504","163424","166369","169491","173775","178083","182430","186817","191259","196566","201807","206950","211958","216816","223344","229748","235884","241560","246685","252710","258214","263663","269679","276644","284755","293554","",
"Hungary","HUN","Population ages 65 and above, female","SP.POP.65UP.FE.IN","522750","540748","558656","576637","594986","612780","631345","648618","665062","681875","699210","714729","730665","747461","766239","787242","810887","834683","854862","866375","867494","857190","837957","815252","797424","789743","801227","819041","840155","851908","859842","875426","888548","899300","908782","917880","930118","941629","952022","960635","967892","977471","983669","988421","994247","1001824","1006718","1012410","1017685","1021827","1023906","1034698","1041884","1052250","1065810","1084010","1107696","1133771","",
"IBRD only","IBD","Population ages 65 and above, female","SP.POP.65UP.FE.IN","42990116","43833104","44758188","45810426","46826493","47867636","49629877","51439205","53306831","55214591","57143686","59327806","61473748","63610940","65766342","67941113","70419022","72909158","75379123","77713656","79838837","81994309","83922971","85707562","87505755","89450704","91640749","93912897","96275363","98767377","101415648","104304407","107441905","110736133","113978220","117114224","120770205","124153468","127404381","130780896","134348167","138189506","142180294","146204434","149945625","153275614","156610259","159631197","162585320","165807169","169456967","173697135","178230407","183252108","189068741","195904031","203850300","212750530","",
"IDA & IBRD total","IBT","Population ages 65 and above, female","SP.POP.65UP.FE.IN","49417505","50423796","51503622","52703598","53862824","55044747","57029873","59058408","61138244","63246619","65363750","67813074","70207870","72583609","74974338","77385422","80162328","82946567","85705098","88320166","90717603","93198518","95439376","97528836","99631879","101886632","104468802","107134522","109892430","112782657","115834177","119198021","122809321","126574015","130282497","133884265","138080879","141986891","145748698","149627000","153695672","158108193","162653520","167221626","171502122","175372090","179390985","183085313","186703298","190580474","194889136","199894433","205181558","210965468","217564017","225214482","234094774","243948511","",
"IDA total","IDA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","6427389","6590692","6745434","6893172","7036331","7177111","7399996","7619203","7831413","8032028","8220064","8485268","8734122","8972669","9207996","9444309","9743306","10037409","10325975","10606510","10878766","11204209","11516405","11821274","12126124","12435928","12828053","13221625","13617067","14015280","14418529","14893614","15367416","15837882","16304277","16770041","17310674","17833423","18344317","18846104","19347505","19918687","20473226","21017192","21556497","22096476","22780726","23454116","24117978","24773305","25432169","26197298","26951151","27713360","28495276","29310451","30244474","31197981","",
"IDA blend","IDB","Population ages 65 and above, female","SP.POP.65UP.FE.IN","2427952","2477225","2525130","2571191","2615166","2657465","2723288","2787714","2849671","2907547","2961287","3043078","3117985","3189654","3262381","3338419","3432964","3529592","3626753","3721647","3813762","3928460","4039304","4149350","4262432","4380945","4510628","4640010","4769921","4901581","5037550","5188454","5341187","5493439","5641714","5786396","5952343","6108336","6257852","6403397","6553678","6730330","6903317","7072659","7236975","7395851","7600443","7795430","7982788","8164831","8352083","8566492","8770364","8976190","9188310","9412134","9694725","9984956","",
"Indonesia","IDN","Population ages 65 and above, female","SP.POP.65UP.FE.IN","1693427","1722208","1747342","1770741","1795122","1822378","1871746","1921311","1972016","2025211","2081610","2156119","2232099","2308817","2384983","2460007","2550599","2638784","2723667","2803740","2878467","2963919","3044038","3120201","3193929","3266818","3352261","3435778","3521486","3614395","3717898","3853247","3995220","4143852","4298984","4460572","4670344","4885388","5106372","5332530","5562045","5703768","5821601","5912263","5976864","6020781","6165157","6288423","6385960","6456646","6503553","6659061","6812886","6969722","7133400","7307408","7510964","7723237","",
"IDA only","IDX","Population ages 65 and above, female","SP.POP.65UP.FE.IN","3999437","4113467","4220304","4321981","4421165","4519646","4676708","4831489","4981742","5124481","5258777","5442190","5616137","5783015","5945615","6105890","6310342","6507817","6699222","6884863","7065004","7275749","7477101","7671924","7863692","8054983","8317425","8581615","8847146","9113699","9380979","9705160","10026229","10344443","10662563","10983645","11358331","11725087","12086465","12442707","12793827","13188357","13569909","13944533","14319522","14700625","15180283","15658686","16135190","16608474","17080086","17630806","18180787","18737170","19306966","19898317","20549749","21213025","",
"Isle of Man","IMN","Population ages 65 and above, female","SP.POP.65UP.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Population ages 65 and above, female","SP.POP.65UP.FE.IN","6978320","7218391","7469576","7710570","7916469","8076794","8313362","8514889","8698256","8885614","9089652","9419295","9760197","10100836","10428097","10736881","11130934","11511758","11882386","12246159","12606378","13031037","13440045","13835214","14221052","14603158","15045584","15479128","15906480","16329977","16755019","17359926","17960699","18565429","19185743","19830914","20644239","21463717","22296012","23148041","24024221","24961096","25907782","26850194","27765448","28646207","29563244","30440746","31296859","32153654","33032110","34064570","35101839","36187879","37378723","38711169","40274722","41921158","",
"Not classified","INX","Population ages 65 and above, female","SP.POP.65UP.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Population ages 65 and above, female","SP.POP.65UP.FE.IN","165974","166483","167870","169420","170605","171376","172755","174357","175731","176775","177588","178954","180014","181004","182597","185027","187507","190638","194370","197652","199926","203727","206348","208149","210036","211504","213984","216815","218813","220421","222341","224168","225403","225681","225574","225814","225568","225759","226185","227120","228976","231206","234217","237578","241732","246998","254358","262492","268945","273652","278399","287111","296962","308102","320471","333883","345937","358550","",
"Iran, Islamic Rep.","IRN","Population ages 65 and above, female","SP.POP.65UP.FE.IN","441237","446513","450175","452709","454714","456397","464288","471650","478508","484816","490553","502763","514629","525418","534024","539988","549451","556787","563503","571259","580994","596082","612583","631858","656172","687058","727123","772392","819795","865073","905942","950411","990037","1027318","1065648","1107060","1153904","1202822","1252828","1302428","1350927","1408800","1464983","1519652","1572284","1622555","1647277","1668810","1687957","1707166","1729592","1753756","1778822","1808463","1849170","1906268","2016461","2145622","",
"Iraq","IRQ","Population ages 65 and above, female","SP.POP.65UP.FE.IN","123297","132470","140627","148254","156269","165060","174410","184334","194556","204549","214113","223379","232572","241522","250041","258085","266780","274420","281384","288136","294884","303020","311105","318733","325256","330378","336961","342092","346384","350666","355439","361408","368013","375266","383106","391502","401413","411649","422217","433141","444443","454949","465415","475914","486490","497221","510014","522911","535506","546927","556850","564267","570006","576846","588957","608670","636253","670649","",
"Iceland","ISL","Population ages 65 and above, female","SP.POP.65UP.FE.IN","7724","7933","8136","8342","8554","8772","8993","9213","9403","9561","9681","9874","10124","10373","10628","10895","11182","11464","11771","12098","12431","12675","12926","13175","13406","13622","13835","14107","14462","14789","15052","15374","15708","16011","16307","16560","16739","16992","17315","17640","17955","18290","18471","18596","18777","19156","19528","19990","20381","20529","20660","21080","21635","22354","23174","24011","24875","25856","",
"Israel","ISR","Population ages 65 and above, female","SP.POP.65UP.FE.IN","52130","55459","60055","64432","69463","74712","78563","84203","88396","93375","99416","105945","112148","120604","128680","136825","144064","152208","160555","169285","176994","182133","185950","189116","191582","195656","200034","205025","210578","216604","226108","245809","261400","276295","291966","308715","319060","329102","338592","349367","361180","369808","377529","384640","391461","398062","406794","415413","424862","439253","454477","464614","476915","491406","507850","525966","546454","568374","",
"Italy","ITA","Population ages 65 and above, female","SP.POP.65UP.FE.IN","2732826","2798981","2866918","2937827","3011689","3086630","3163382","3240521","3318397","3399196","3484371","3566095","3649088","3737984","3834081","3939069","4048873","4169459","4287667","4381499","4438245","4461925","4446638","4415413","4403146","4430278","4509826","4622955","4758856","4896969","5024688","5147585","5262767","5371855","5476867","5581556","5680312","5777074","5871486","5967488","6069345","6151287","6240708","6347912","6462970","6561333","6636250","6714568","6801908","6887265","6984090","7084638","7210428","7416191","7609008","7718874","7799551","7873800","",
"Jamaica","JAM","Population ages 65 and above, female","SP.POP.65UP.FE.IN","42163","44523","47105","49752","52387","55026","55697","56301","56927","57694","58686","59827","61207","62694","64077","65227","68077","70758","73417","76163","78994","81194","83294","85291","87186","88957","90671","92546","94587","96761","99055","100244","101208","101949","102510","102976","104327","105887","107772","109968","112372","113759","115192","116652","118151","119758","121510","123118","124682","126401","128508","130695","133363","136374","139537","142803","145874","148785","",
"Jordan","JOR","Population ages 65 and above, female","SP.POP.65UP.FE.IN","19575","19895","20072","20281","20722","21471","22272","23501","24994","26559","28092","29236","30126","30836","31458","32080","33434","34705","35880","36971","38012","39685","41546","43556","45765","48231","49381","50810","52529","54531","56862","58770","60952","63340","65818","68296","70833","73019","74958","76822","78760","81366","84153","87352","91227","95929","101956","109100","117272","126334","136147","144471","153517","162939","172271","181247","188787","195419","",
