"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Denmark","DNK","Population ages 0-14, female","SP.POP.0014.FE.IN","561643","560269","557581","554298","552010","551172","552603","554141","555159","556276","558729","559506","560509","561737","560957","557276","553063","547026","539291","530349","520314","508448","496119","483705","471604","460641","450740","442747","436097","430803","427228","428129","429901","432778","437099","443457","451644","458966","466080","473056","479778","483708","487965","491695","494121","495050","494502","493293","491830","489350","485724","483562","478671","472951","468415","466354","463245","463383","",
"Dominican Republic","DOM","Population ages 0-14, female","SP.POP.0014.FE.IN","784811","817175","849354","880933","911274","939894","968158","994414","1018832","1041714","1063171","1084397","1104141","1122493","1139491","1155160","1170972","1185487","1199116","1212462","1225889","1240104","1255051","1270391","1285480","1299922","1315175","1329267","1342781","1356727","1371512","1385303","1400500","1416028","1430137","1441772","1452197","1459529","1464837","1470105","1476484","1480752","1487555","1495619","1502873","1508297","1514468","1518232","1520664","1523631","1527951","1531054","1535747","1541094","1545496","1548074","1548834","1548104","",
"Algeria","DZA","Population ages 0-14, female","SP.POP.0014.FE.IN","2428083","2516438","2615843","2720399","2820706","2912449","3011225","3098040","3177003","3255358","3336793","3429439","3525100","3623216","3721598","3819541","3930082","4038364","4146856","4259085","4376879","4506835","4637075","4766544","4892483","5012086","5131802","5241443","5339929","5425833","5497590","5558986","5605282","5633398","5638618","5617918","5580552","5515853","5429756","5332368","5231227","5112368","5002069","4901283","4812023","4739730","4699213","4685300","4699158","4741554","4813009","4944874","5090103","5250274","5421480","5594930","5768040","5925913","",
"East Asia & Pacific (excluding high income)","EAP","Population ages 0-14, female","SP.POP.0014.FE.IN","174659203","175462504","179700652","186492349","192596429","197907590","204650426","209912733","214568290","219530483","224956798","231138468","236663152","241659045","245733655","248467779","249687327","249937620","249458146","248369562","246718338","244347146","242450925","240603701","238702326","237235464","237560974","238405135","239631024","240904243","241959583","244472445","245318293","245228448","245124969","245255957","242676745","241451081","240454638","238175207","234116000","230339756","225074876","218945038","213157287","208402721","204722415","201621996","199287983","197665868","196686800","196244311","196583751","197445586","198413048","199199735","200158094","200773888","",
"Early-demographic dividend","EAR","Population ages 0-14, female","SP.POP.0014.FE.IN","197347848","203517254","209902330","216342743","222576814","228470024","234938929","240961103","246641937","252200628","257751041","263979691","270095973","276129551","282048343","287851397","294390823","300681773","306867226","313143955","319633294","327034087","334514600","341997519","349310451","356328625","364088834","371314611","378042198","384307731","390576853","396523230","401842245","406564013","410730984","414399965","418015114","421234411","423989924","426226870","427980916","430323850","432108055","433510951","434803695","436154262","437648939","439254993","440930749","442560309","444112025","445971255","447600751","449083688","450470807","451762510","453046658","454206503","",
"East Asia & Pacific","EAS","Population ages 0-14, female","SP.POP.0014.FE.IN","198862654","200030688","204320913","211085487","217139027","222430128","229257387","234597798","239276446","244497073","250100517","256453859","262206409","267386110","271764083","274644957","275928944","276114834","275462879","274222878","272460297","269850935","267830482","265883090","263776010","261948436","261955890","262303090","262934751","263652483","264250524","266307227","266821714","266482428","266136198","265996750","263243470","261748819","260444016","257866721","253576243","249571983","244100026","237773783","231782172","226808392","222897853","219586185","217085824","215268294","214073557","213474739","213637870","214312966","215126419","215803653","216706696","217300054","",
"Europe & Central Asia (excluding high income)","ECA","Population ages 0-14, female","SP.POP.0014.FE.IN","42902057","43955022","44831173","45517656","46044964","46429440","46595008","46626558","46534472","46382413","46227812","45967799","45805075","45706072","45611595","45493839","45653601","45689198","45691303","45790543","46062454","46426116","46938354","47556307","48193020","48756147","49370443","49906953","50333855","50635135","50690455","50720540","50468106","49995119","49375231","48712951","47751409","46911021","46091832","45141346","44061004","43025551","41865003","40715461","39709413","38918379","38356996","37964826","37765688","37762168","37910496","38260012","38726429","39319803","39957346","40587586","41238608","41770162","",
"Europe & Central Asia","ECS","Population ages 0-14, female","SP.POP.0014.FE.IN","91753055","93329024","94577964","95521703","96283662","96908156","97352623","97601928","97676422","97629577","97453167","97077003","96810812","96528524","96150610","95654322","95352990","94854300","94269555","93746577","93383593","93177949","93080921","93082713","93127377","93141278","93325143","93443883","93485052","93442951","93197418","92938935","92470414","91794723","90914744","89947688","88599727","87361729","86106340","84743552","83230879","81807072","80311594","78873464","77621498","76623923","75942038","75490670","75271771","75228185","75303805","75631138","76110769","76719011","77401744","78115825","78764134","79356197","",
"Ecuador","ECU","Population ages 0-14, female","SP.POP.0014.FE.IN","974548","1008450","1045862","1084991","1122777","1157764","1194666","1228741","1260757","1292251","1324031","1359439","1393816","1427421","1460217","1492069","1525278","1557199","1587890","1617353","1645626","1674640","1702565","1729586","1756039","1782278","1810913","1839126","1867014","1894517","1921464","1950281","1977427","2003200","2027967","2051728","2075617","2099015","2120829","2139423","2153942","2168869","2179270","2186653","2193696","2202100","2208771","2218391","2229522","2239799","2248092","2259692","2268289","2275258","2282735","2291628","2301165","2311843","",
"Egypt, Arab Rep.","EGY","Population ages 0-14, female","SP.POP.0014.FE.IN","5445786","5648712","5804780","5931615","6058692","6200878","6378976","6567706","6759065","6935043","7085176","7263341","7413874","7545545","7674984","7813069","7982155","8161152","8348786","8541668","8739975","8967510","9195815","9430539","9680595","9949711","10256084","10578512","10901973","11200028","11453106","11715808","11910016","12052297","12169683","12276807","12319780","12371843","12419313","12442549","12437388","12445320","12439927","12429949","12429449","12447115","12526626","12601566","12698955","12858358","13102865","13376413","13773266","14239401","14687518","15067201","15519559","15832982","",
"Euro area","EMU","Population ages 0-14, female","SP.POP.0014.FE.IN","32624302","33039956","33379600","33666190","33940681","34222449","34539682","34776626","34963225","35113673","35186118","35152146","35128761","35046530","34875226","34612239","34242830","33798452","33299611","32761782","32208815","31697165","31144584","30577899","30024610","29508803","29108638","28725156","28377843","28082839","27827412","27598995","27421026","27247212","27049141","26837337","26589158","26349331","26109453","25888024","25695182","25537081","25410007","25311247","25240461","25188870","25169826","25182115","25204724","25193751","25153495","25077102","25067375","25065580","25061916","25058843","25005151","24964155","",
"Eritrea","ERI","Population ages 0-14, female","SP.POP.0014.FE.IN","300723","309343","316987","324259","331985","340511","351160","362240","373556","384688","395467","408119","420142","431831","443565","455550","469074","482583","496216","510154","524558","540801","557062","573442","590148","607206","628621","650288","670111","685041","692956","706566","714144","718176","722786","731019","728730","729823","734072","740936","750215","757749","767989","779731","791363","801833","821534","839862","857809","876689","897051","917568","","","","","","","",
"Spain","ESP","Population ages 0-14, female","SP.POP.0014.FE.IN","4079960","4139739","4185788","4224501","4273185","4334407","4387639","4456653","4531626","4587462","4641052","4679610","4712858","4741836","4763348","4776629","4792105","4793493","4780718","4755261","4717645","4676974","4617344","4542097","4457739","4367321","4251982","4142954","4032798","3912512","3780487","3664188","3548427","3431338","3320002","3219769","3138051","3062087","2995448","2941411","2903782","2881784","2898104","2939552","2985074","3032248","3097469","3167181","3231339","3275871","3305738","3345957","3367054","3366288","3360664","3358110","3333745","3320166","",
"Estonia","EST","Population ages 0-14, female","SP.POP.0014.FE.IN","136323","137925","139463","140726","141900","142909","143691","143982","144472","145282","146377","147276","148382","149491","150410","150999","152455","153438","154166","155004","156420","157364","159094","161245","163286","165049","167115","169016","170455","171195","170724","168778","163694","156751","150343","144629","137323","131155","125770","122078","118511","114177","110026","106081","102630","99894","98412","97420","97109","97335","97865","98892","99741","100580","101640","103181","103657","104713","",
"Ethiopia","ETH","Population ages 0-14, female","SP.POP.0014.FE.IN","4794336","4918345","5041713","5166213","5292577","5420659","5583359","5738251","5892009","6053635","6228482","6443869","6671470","6898832","7104690","7272915","7401038","7502113","7595870","7711209","7870666","8129116","8408009","8705024","9011970","9322378","9651563","9982050","10321832","10677037","11049265","11487200","11931749","12375382","12808308","13221877","13670925","14097972","14509553","14913281","15315140","15780099","16229874","16669990","17102666","17523085","17916128","18288726","18637360","18961521","19265196","19538545","19805364","20061878","20303425","20529473","20788577","21020178","",
"European Union","EUU","Population ages 0-14, female","SP.POP.0014.FE.IN","51401666","51907790","52236536","52438408","52622543","52825662","53060553","53284380","53469134","53580500","53554363","53480682","53372393","53166837","52889265","52568188","52157830","51715671","51239105","50703345","50121376","49605218","48996335","48347779","47721543","47154615","46684936","46253116","45864450","45487380","45105610","44731682","44383033","44043618","43656458","43247146","42736854","42256050","41760555","41283136","40767631","40279239","39817366","39424583","39092282","38823421","38661591","38566623","38520873","38471773","38391493","38355158","38351639","38347525","38373331","38438538","38408660","38446249","",
"Fragile and conflict affected situations","FCS","Population ages 0-14, female","SP.POP.0014.FE.IN","25204153","25960357","26751214","27558709","28350381","29115395","30022862","30889855","31735149","32585185","33452210","34473096","35474320","36477992","37508305","38580743","39817199","41081335","42349766","43579027","44733910","45991104","47170768","48285141","49355841","50401326","51602194","52741507","53865339","55035179","56766700","58155998","59624895","61131271","62603087","63986385","65499765","66920685","68271467","69625423","71031134","72687630","74357497","76050625","77767417","79502793","81394322","83297470","85203292","87090128","88944751","90953146","92904483","94805699","96672303","98515115","100332232","102117859","",
"Finland","FIN","Population ages 0-14, female","SP.POP.0014.FE.IN","659847","656681","647646","634866","621011","607700","597136","588441","579951","568633","555369","543564","534064","524566","515606","507357","497702","490882","485653","480162","474308","473219","470401","467065","465005","464724","463422","464107","466140","468461","470568","471862","473978","475710","476259","475117","475436","472426","467514","462890","459636","454107","451300","449869","448128","445351","443364","440588","437523","434997","433327","434079","434730","435672","437134","438949","439585","441768","",
"Fiji","FJI","Population ages 0-14, female","SP.POP.0014.FE.IN","93445","96419","99376","102233","104819","106948","108762","110110","111043","111635","111981","112724","113256","113578","113727","113739","115320","116789","118267","119971","122046","124534","127362","130440","133349","135546","136542","136734","136423","136125","136251","136389","136928","137554","137864","137700","138534","138785","138658","138369","137886","134197","130722","127385","124165","121264","121416","121426","121260","120949","120545","121404","122076","122703","123406","124183","124511","124974","",
"France","FRA","Population ages 0-14, female","SP.POP.0014.FE.IN","6016607","6123635","6181691","6202207","6212645","6225447","6248925","6259632","6265314","6272614","6285894","6288629","6306119","6326549","6329457","6302729","6272405","6206020","6119020","6038452","5979983","5911729","5881095","5870495","5852214","5814333","5814036","5780956","5732483","5694684","5678003","5635503","5638921","5652124","5659005","5654460","5636460","5617773","5597905","5585706","5584446","5601193","5614475","5627597","5648548","5678628","5712185","5747803","5784113","5816308","5841498","5871343","5896002","5915797","5928536","5934171","5927976","5920703","",
"Faroe Islands","FRO","Population ages 0-14, female","SP.POP.0014.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Population ages 0-14, female","SP.POP.0014.FE.IN","9763","10127","10556","11019","11474","11891","12348","12780","13164","13455","13626","13785","13845","13875","13981","14242","14515","14920","15425","15979","16531","16996","17489","17973","18400","18749","19184","19505","19770","20071","20453","20924","21490","22037","22416","22549","22470","22203","21792","21325","20875","20740","20594","20429","20231","19983","19697","19389","19077","18775","18501","18157","17850","17574","17344","17166","16989","16865","",
"Gabon","GAB","Population ages 0-14, female","SP.POP.0014.FE.IN","78011","79529","81081","82761","84683","86905","89637","92562","95606","98630","101532","105606","109360","112949","116586","120403","124669","129067","133578","138127","142683","147687","152658","157639","162704","167903","173632","179363","185099","190818","196478","202456","208292","213956","219382","224541","229737","234712","239498","244116","248614","253109","257426","261728","266234","271118","275900","281103","286876","293356","300647","308527","316993","325736","334223","341980","351578","359992","",
"United Kingdom","GBR","Population ages 0-14, female","SP.POP.0014.FE.IN","5913386","5990254","6039288","6065976","6099439","6157179","6252622","6342517","6427564","6500377","6556268","6582787","6593255","6574139","6517807","6427240","6316170","6186142","6042605","5897866","5758367","5633354","5516015","5416723","5338109","5277364","5263484","5251005","5249116","5265954","5301264","5336742","5384156","5436650","5483630","5516441","5526391","5523429","5510519","5491445","5466913","5432239","5390048","5346308","5311912","5293467","5290258","5303153","5326814","5349580","5368657","5429447","5464971","5491425","5532161","5591484","5642279","5708970","",
"Georgia","GEO","Population ages 0-14, female","SP.POP.0014.FE.IN","515959","534895","554001","572369","588758","602198","611570","617181","619793","620783","620568","616021","611619","606384","600524","593216","587090","580022","572220","566121","562123","560004","559543","560929","563449","566904","572116","577112","582909","583888","582111","585300","588447","591098","582841","564807","543322","525741","512391","499307","485295","468410","451984","432503","412766","393441","378653","364516","352063","341996","334451","331210","328895","327437","326704","330275","335229","339733","",
"Ghana","GHA","Population ages 0-14, female","SP.POP.0014.FE.IN","1437655","1489227","1537056","1582229","1626638","1670480","1719160","1766329","1813372","1862206","1914880","1977604","2043343","2108927","2168933","2219023","2265634","2302526","2335423","2373570","2424426","2490536","2565872","2647056","2727534","2801926","2877416","2946620","3011654","3076256","3143200","3217644","3292580","3366936","3438808","3506798","3581181","3653287","3724547","3796970","3872620","3953002","4032109","4112136","4195618","4283193","4375435","4472498","4570019","4662474","4747499","4854608","4954193","5048941","5142453","5236302","5337275","5433671","",
"Gibraltar","GIB","Population ages 0-14, female","SP.POP.0014.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Population ages 0-14, female","SP.POP.0014.FE.IN","726935","743853","762039","780435","797125","811283","829373","844458","856587","866088","872792","882664","890186","895652","899352","901828","909398","915398","921804","931247","945834","968786","995481","1025843","1058739","1093330","1131682","1169231","1209908","1259589","1322569","1401872","1490999","1583294","1667568","1734319","1797272","1845254","1880892","1910188","1938222","1974777","2009524","2043691","2078287","2114228","2156168","2199141","2243095","2287244","2330890","2377328","2422175","2466676","2512616","2561383","2614272","2668748","",
"Gambia, The","GMB","Population ages 0-14, female","SP.POP.0014.FE.IN","71811","75140","77280","78384","79023","79768","81088","82653","84644","87034","89842","94641","99013","103043","106898","110727","115375","120364","125585","130702","135594","142964","149493","155649","162118","169319","177111","185570","194404","202901","210474","219554","227560","234564","240947","247074","254367","261221","267874","274598","281636","291299","301090","311077","321202","331421","342979","354415","365731","376960","388151","400389","412492","424407","436074","447466","459888","471770","",
"Guinea-Bissau","GNB","Population ages 0-14, female","SP.POP.0014.FE.IN","125077","126796","128693","130633","132367","133848","136096","137982","139706","141567","143692","146813","150106","153391","156341","158764","161757","164233","166659","169704","173839","178928","184940","191563","198232","204540","211372","217452","223027","228488","234034","239965","245944","251664","256655","260671","265911","270097","273674","277250","281165","285246","289448","293673","297807","301889","306836","311847","317102","322767","328962","336590","344378","352336","360389","368420","377066","385445","",
"Equatorial Guinea","GNQ","Population ages 0-14, female","SP.POP.0014.FE.IN","48685","49742","50863","52028","53232","54479","56233","58068","59638","60402","59929","59242","57394","54841","52310","50380","48680","47579","47298","48083","50233","53700","58252","63516","68788","73409","78234","82174","85444","88490","91592","94618","97826","101105","104266","107265","110426","113502","116654","120062","123803","128105","132530","137282","142473","148112","153996","160175","166722","173536","180472","187840","195068","202335","209671","216986","225133","232832","",
"Greece","GRC","Population ages 0-14, female","SP.POP.0014.FE.IN","1098864","1111536","1111219","1101926","1094534","1094519","1091817","1097995","1107043","1111462","1109866","1110341","1106613","1096377","1085678","1084361","1086141","1090112","1096325","1100017","1096853","1099689","1093782","1083940","1072687","1060765","1046591","1030691","1012741","993702","977973","961467","942259","921932","900002","876753","863486","848258","833123","818951","808672","807015","806374","806789","808433","810895","809629","810877","813240","813987","810511","810531","801733","788083","775254","764576","750644","742246","",
"Grenada","GRD","Population ages 0-14, female","SP.POP.0014.FE.IN","21923","22469","22826","23055","23249","23426","23496","23525","23489","23375","23184","22272","21505","20856","20228","19539","19064","18447","17845","17512","17574","17511","17781","18234","18603","18719","18871","18802","18589","18422","18435","18534","18675","18797","18833","18768","18549","18382","18218","17969","17616","17236","16746","16188","15663","15231","14841","14565","14379","14228","14076","14000","13907","13826","13783","13793","13796","13842","",
"Greenland","GRL","Population ages 0-14, female","SP.POP.0014.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Population ages 0-14, female","SP.POP.0014.FE.IN","950267","982965","1016770","1050595","1082626","1112107","1145139","1175605","1204257","1232515","1261247","1296934","1332453","1368056","1403861","1439927","1482322","1524901","1567668","1610611","1653751","1701003","1747892","1794113","1839117","1882443","1926550","1967850","2007272","2046573","2086932","2127892","2172045","2217389","2261129","2302026","2347014","2387080","2424611","2463678","2506347","2547477","2592637","2638926","2681458","2717487","2748936","2772011","2789083","2804613","2821125","2831262","2845196","2860420","2872944","2881212","2893156","2900187","",
"Guam","GUM","Population ages 0-14, female","SP.POP.0014.FE.IN","13110","13375","13574","13784","14051","14361","14640","14905","15192","15519","15863","15936","16040","16202","16433","16720","16853","17008","17177","17351","17520","17661","17807","17959","18128","18316","18411","18516","18643","18823","19092","19625","20235","20890","21516","22038","22491","22799","22958","22994","22936","22971","22946","22869","22735","22536","22335","22061","21742","21427","21151","20840","20583","20371","20180","20006","19882","19759","",
"Guyana","GUY","Population ages 0-14, female","SP.POP.0014.FE.IN","131499","136690","141560","146034","150034","153439","156237","158652","160678","162361","163776","163539","163151","162846","162845","163204","163533","164117","164453","164076","162812","160737","158355","155741","152874","149701","146453","142820","139169","136166","134242","133511","133827","134810","135694","135977","135535","134644","133829","133638","134169","133686","133727","133890","133678","132873","130061","127001","123887","121128","118990","116858","115208","113913","112767","111662","110787","109863","",
"High income","HIC","Population ages 0-14, female","SP.POP.0014.FE.IN","110704233","112370539","113399123","114086308","114641306","115133117","115682361","116084767","116283095","116593250","116709145","116632858","116586678","116394079","116185945","115724147","115180160","114407350","113487577","112631366","111872628","111246898","110765789","110358992","109899446","109361062","109163651","108816623","108407369","108081390","107906963","107917094","107749006","107919633","107932548","108021590","107897412","107577890","107104302","106648854","106225398","105661861","105210786","104809884","104415427","103982373","103830109","103670539","103556436","103397633","103198297","103067356","102920774","102750740","102679141","102721088","102734459","102940994","",
"Hong Kong SAR, China","HKG","Population ages 0-14, female","SP.POP.0014.FE.IN","598683","621976","648857","667893","679078","690921","694674","704520","707392","704061","704988","700604","696339","697588","696245","679459","664147","642517","620623","624958","618471","613475","609933","611581","611936","612265","606303","598056","588822","581297","569904","561721","555005","553648","554565","552950","568979","560725","552217","546433","541686","527733","513661","497429","486414","473764","456285","442112","428432","414409","404101","397406","391826","385692","386290","394120","398090","411005","",
"Honduras","HND","Population ages 0-14, female","SP.POP.0014.FE.IN","465221","482442","499765","517052","534036","550655","569245","587446","605413","623336","641310","661667","681431","701130","721408","742602","765548","789552","814235","838890","863149","889430","914823","939736","964759","990133","1016345","1042597","1068879","1095080","1121124","1146985","1173034","1198921","1224176","1248511","1273172","1296082","1317690","1338731","1359466","1379056","1398270","1416398","1432253","1445120","1456470","1464423","1469351","1471940","1472537","1470944","1467592","1462717","1456759","1450261","1443909","1438292","",
"Heavily indebted poor countries (HIPC)","HPC","Population ages 0-14, female","SP.POP.0014.FE.IN","35131944","36154381","37157923","38155142","39155354","40163928","41394515","42598823","43792159","44989587","46199443","47642987","49069392","50487805","51903022","53316584","54930824","56528165","58118754","59705616","61288000","63158116","64981969","66785826","68601063","70451777","72566447","74666658","76780963","78934714","81142376","83626634","86129895","88633426","91099495","93496298","96238090","98887539","101494830","104128379","106836809","109883569","112952864","116052581","119175715","122309574","125676838","129023634","132356650","135680818","138999326","142466508","145887103","149267755","152614694","155930977","159381213","162778261","",
"Croatia","HRV","Population ages 0-14, female","SP.POP.0014.FE.IN","556787","557043","554475","549440","543255","536679","530546","522944","514461","506106","499034","493342","489783","487681","485537","482690","481300","476893","474333","471924","471463","470786","472829","475481","476958","476632","476625","474343","470487","465346","460228","428227","418475","428074","422717","418559","396068","398297","388823","389718","373894","370837","362790","353040","344806","340169","333738","332261","333820","334273","331741","322032","318171","312509","307307","302935","298242","294491","",
"Haiti","HTI","Population ages 0-14, female","SP.POP.0014.FE.IN","775668","796576","819772","844032","867083","887705","910718","930673","948244","964482","979781","996147","1011156","1025314","1039318","1053899","1070652","1089243","1109718","1132275","1157243","1189749","1224066","1259874","1296204","1332001","1372668","1409661","1444123","1477485","1510088","1539006","1568248","1596069","1619973","1638938","1656726","1669933","1679580","1687538","1694834","1703613","1710750","1717038","1723193","1729604","1736170","1743697","1751462","1758104","1762837","1768790","1772022","1773447","1774526","1775952","1777520","1779845","",
"Hungary","HUN","Population ages 0-14, female","SP.POP.0014.FE.IN","1237920","1222445","1208477","1194149","1177149","1155739","1130140","1107876","1087048","1066963","1046985","1041847","1031280","1020819","1019270","1030420","1044253","1070905","1103680","1130291","1144357","1161175","1159840","1146316","1132578","1125209","1100079","1089814","1085940","1065457","1034505","1022796","997130","963941","934379","912981","893935","878465","865683","852638","838846","819726","804289","790839","777490","763062","758941","751275","740971","731118","722731","714102","705227","699582","694996","691235","684922","680918","",
"IBRD only","IBD","Population ages 0-14, female","SP.POP.0014.FE.IN","367314974","373363786","382888426","394814138","405620289","415046299","426047918","434894645","442650657","450594923","459105477","468768173","477924598","486641948","494400588","500734230","506440854","510937934","514619502","517834184","520760366","523754712","527335849","531007621","534502011","538135466","544008473","549929830","555737648","561090406","565587403","571416364","574870970","576767015","578094084","579238944","577273086","576522108","575722924","573231886","568462080","564360805","558251848","551022796","544205301","538700636","535016420","532132447","530251192","529236480","528863936","529420146","530766765","532622330","534525771","536145196","537951126","539265168","",
"IDA & IBRD total","IBT","Population ages 0-14, female","SP.POP.0014.FE.IN","447119714","455736996","467819400","482311319","495699176","507724138","521755431","533588672","544288731","555118161","566434500","579232403","591428461","603138759","613911074","623325421","632552929","640568961","647794552","654590048","661136685","668331856","676061366","683868095","691520509","699351021","709941212","720514505","730910546","740768959","749669573","760287128","768343753","774653539","780224309","785463529","788017384","791615178","795000290","796530100","795684056","796041063","794220701","791198603","788621993","787450966","788508491","790464604","793487104","797358839","801849616","807630198","814004917","820796549","827618575","834169233","841055890","847385894","",
"IDA total","IDA","Population ages 0-14, female","SP.POP.0014.FE.IN","79804740","82373210","84930974","87497181","90078887","92677839","95707513","98694027","101638074","104523238","107329023","110464230","113503863","116496811","119510486","122591191","126112075","129631027","133175050","136755864","140376319","144577144","148725517","152860474","157018498","161215555","165932739","170584675","175172898","179678553","184082170","188870764","193472783","197886524","202130225","206224585","210744298","215093070","219277366","223298214","227221976","231680258","235968853","240175807","244416692","248750330","253492071","258332157","263235912","268122359","272985680","278210052","283238152","288174219","293092804","298024037","303104764","308120726","",
"IDA blend","IDB","Population ages 0-14, female","SP.POP.0014.FE.IN","24724044","25542864","26368701","27206132","28054817","28912755","29888778","30854124","31813802","32772657","33732406","34768110","35805688","36852782","37918055","39011944","40243782","41475538","42724091","44007911","45333836","46818147","48318085","49833579","51358679","52886813","54599795","56295877","57956681","59552625","61069709","62709531","64224254","65627043","66946974","68211100","69556129","70867674","72114392","73245065","74286484","75460483","76507329","77489362","78511877","79642939","80953890","82416842","83997794","85624755","87306666","89251849","91084867","92895300","94735030","96610983","98573892","100517291","",
"Indonesia","IDN","Population ages 0-14, female","SP.POP.0014.FE.IN","17438880","18112795","18782844","19459801","20152511","20860572","21600834","22355866","23105194","23819025","24481834","25177200","25804452","26377484","26920903","27447356","27992365","28509572","28999883","29461484","29894704","30348880","30774926","31161623","31490228","31746924","32001593","32164040","32260593","32332150","32404446","32469833","32555954","32635048","32660549","32606557","32556525","32423548","32238055","32060647","31940966","32134870","32388558","32689980","33016147","33351791","33409070","33514198","33674937","33902711","34192019","34327363","34550236","34796515","34992399","35105302","35258669","35288499","",
"IDA only","IDX","Population ages 0-14, female","SP.POP.0014.FE.IN","55080696","56830346","58562273","60291049","62024070","63765084","65818735","67839903","69824272","71750581","73596617","75696120","77698175","79644029","81592431","83579247","85868293","88155489","90450959","92747953","95042483","97758997","100407432","103026895","105659819","108328742","111332944","114288798","117216217","120125928","123012461","126161233","129248529","132259481","135183251","138013485","141188169","144225396","147162974","150053149","152935492","156219775","159461524","162686445","165904815","169107391","172538181","175915315","179238118","182497604","185679014","188958203","192153285","195278919","198357774","201413054","204530872","207603435","",
"Isle of Man","IMN","Population ages 0-14, female","SP.POP.0014.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Population ages 0-14, female","SP.POP.0014.FE.IN","87818279","90124845","92572488","95048907","97365746","99435194","101747171","103742515","105532635","107303473","109164743","111401233","113651074","115902880","118100791","120215742","122751979","125129327","127417678","129721085","132101933","134947196","137841264","140732801","143519094","146136563","149213852","151971043","154478888","156834372","159072472","161404028","163557407","165515227","167242975","168735707","170271730","171611343","172746453","173680316","174430389","175480735","176274857","176881782","177392734","177853089","178515061","179107558","179590119","179861953","179857257","179841921","179456658","178808850","178085795","177403587","176576647","175998940","",
"Not classified","INX","Population ages 0-14, female","SP.POP.0014.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Population ages 0-14, female","SP.POP.0014.FE.IN","427491","427038","429045","431598","433482","434705","436187","436589","436653","438745","444121","446959","454996","465430","475137","482503","491903","496480","499097","501850","505493","508324","512566","516591","518580","515295","510568","503103","491361","479286","469995","459905","451590","443086","433954","425016","416440","409255","402865","397896","395128","394198","394435","395845","400052","407976","419072","433194","445572","453974","459531","468293","476012","483058","490237","497784","502757","507313","",
"Iran, Islamic Rep.","IRN","Population ages 0-14, female","SP.POP.0014.FE.IN","4549877","4724781","4905955","5086096","5254551","5406898","5568704","5712739","5844362","5972366","6101895","6247542","6393832","6545103","6706122","6881864","7083267","7302270","7547656","7833431","8171840","8581430","9032696","9515551","10008919","10490731","11012990","11493795","11909793","12234665","12448918","12602476","12658039","12635569","12567324","12478235","12289933","12095378","11882676","11628283","11314020","10916782","10451250","9938298","9426104","8966436","8741115","8582664","8503091","8493196","8535539","8608602","8717825","8858302","9015946","9173634","9308432","9429935","",
"Iraq","IRQ","Population ages 0-14, female","SP.POP.0014.FE.IN","1476921","1516508","1580670","1658857","1734503","1800894","1878055","1946566","2011258","2080837","2159098","2251362","2344368","2439553","2536929","2635620","2730779","2830588","2930646","3025085","3111171","3202356","3284893","3359877","3430376","3497958","3574705","3650469","3727100","3806918","3892516","3972131","4056290","4146045","4242847","4347036","4453006","4567727","4687317","4805411","4917985","5044058","5162509","5276582","5392091","5512396","5635337","5767426","5909132","6061237","6226304","6396207","6575198","6760782","6948522","7133175","7325865","7511569","",
"Iceland","ISL","Population ages 0-14, female","SP.POP.0014.FE.IN","29704","30435","31044","31549","31984","32345","32674","32897","32965","32842","32565","32274","32243","32246","32158","31979","31801","31454","31071","30786","30617","30568","30665","30825","30909","30879","30838","30876","31037","31113","31088","31245","31507","31717","31835","31780","31837","31801","31756","31791","31956","31944","31988","32037","32060","32200","32597","32966","33093","32783","32383","32349","32365","32510","32712","32901","33167","33584","",
"Israel","ISR","Population ages 0-14, female","SP.POP.0014.FE.IN","373506","384917","403046","416503","429707","438971","445048","457097","458207","463022","474038","485616","497349","518955","535601","547729","564221","579171","592424","608552","624089","636849","649404","661402","668857","677884","682597","687226","691612","695992","710324","743939","758333","766359","774414","784091","797609","812010","826194","843011","860546","880358","896030","909555","923895","939995","950406","963298","977632","998098","1012534","1037194","1061854","1086501","1111123","1135395","1159992","1180955","",
