"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Italy","ITA","Population ages 0-14, female","SP.POP.0014.FE.IN","6154900","6182924","6195157","6202531","6224221","6262094","6314220","6360546","6401061","6438779","6474767","6487277","6512964","6542233","6550383","6526179","6489383","6412400","6302599","6175293","6038995","5889632","5740841","5590420","5433937","5271803","5119046","4963573","4811990","4671308","4545171","4444424","4354577","4276186","4205866","4142567","4095174","4054001","4017401","3986995","3965424","3941677","3931578","3939809","3958092","3969482","3983555","4002924","4025550","4036536","4036547","4039284","4036180","4061970","4075504","4047937","4006009","3973675","",
"Jamaica","JAM","Population ages 0-14, female","SP.POP.0014.FE.IN","334169","345383","356617","366929","375659","382811","392280","401537","410689","419920","429195","434035","438559","442196","444324","444711","438747","432630","427300","423716","422168","421974","423018","424327","424635","423317","423279","421432","418827","417020","416763","415737","416200","417583","418831","419393","419717","419909","419918","419798","419433","416924","413773","410279","406773","403209","397848","392607","386888","379955","371663","364414","355287","345329","336343","329415","323403","320937","",
"Jordan","JOR","Population ages 0-14, female","SP.POP.0014.FE.IN","188828","199118","208539","218724","232032","250186","274254","301516","330236","357453","380601","404673","425757","443859","459328","472681","492398","508579","522814","537481","554300","568770","587075","608150","630093","651997","676987","700396","724630","752849","786301","809573","837604","865965","888916","903307","928132","946141","959032","969529","979484","989425","997976","1008291","1024902","1051724","1087490","1131561","1183661","1242283","1305831","1374929","1446343","1515910","1577573","1625930","1666086","1695048","",
"Japan","JPN","Population ages 0-14, female","SP.POP.0014.FE.IN","13688228","13648189","13335532","13014841","12722188","12487082","12338826","12216038","12064879","12187010","12263945","12382366","12596659","12785475","13097863","13316471","13459559","13518532","13494044","13452458","13425463","13265610","13173655","13103019","12965798","12732469","12523979","12203089","11816334","11442132","11113321","10812472","10546435","10317447","10113991","9919873","9730029","9562881","9414978","9267909","9125863","9021414","8910446","8800530","8690319","8598561","8515424","8463746","8422652","8375640","8321736","8275560","8218550","8154183","8091601","8036283","7993231","7950363","",
"Kazakhstan","KAZ","Population ages 0-14, female","SP.POP.0014.FE.IN","1714437","1831716","1943401","2045547","2134484","2206638","2268394","2309058","2332647","2347367","2358961","2352532","2353565","2357265","2354675","2341696","2335456","2319827","2302675","2295227","2301849","2306556","2322610","2347986","2376854","2404971","2429030","2456153","2481457","2517827","2521317","2529373","2502741","2450698","2378371","2303028","2228259","2161021","2095841","2046099","2007058","1951859","1900955","1859165","1830373","1813639","1813858","1819005","1829890","1875137","1910455","1965520","2032365","2111863","2198279","2283814","2370895","2449065","",
"Kenya","KEN","Population ages 0-14, female","SP.POP.0014.FE.IN","1884602","1969245","2054270","2139139","2223182","2306311","2397648","2486718","2575684","2667701","2764749","2872854","2985727","3103194","3224230","3348321","3484392","3621456","3761140","3905740","4056369","4218311","4384688","4553830","4722774","4889294","5063826","5233370","5397344","5554390","5702942","5850764","5984564","6107729","6226597","6345516","6478610","6622959","6772177","6916173","7051336","7220616","7371275","7515557","7671707","7848342","8033835","8240689","8459552","8672895","8870633","9060702","9229318","9382317","9531228","9681831","9821154","9967462","",
"Kyrgyz Republic","KGZ","Population ages 0-14, female","SP.POP.0014.FE.IN","394707","424159","451786","478835","504559","527466","550005","569352","586075","599691","609413","615928","624024","632303","640483","646631","650445","652100","652510","654350","658575","665329","675651","689400","704138","718205","737334","756087","773363","792851","810442","827778","839089","839121","837225","842932","845488","847181","848274","846494","838859","830726","819532","806923","795260","785076","781734","779997","781617","788458","797940","809843","828287","851977","877827","905463","935647","963921","",
"Cambodia","KHM","Population ages 0-14, female","SP.POP.0014.FE.IN","1303933","1344823","1390590","1436996","1477364","1507833","1535161","1551661","1561449","1571870","1587479","1608873","1637276","1664147","1674470","1657637","1623017","1560320","1485702","1426109","1401278","1395640","1434301","1502831","1575521","1637119","1721308","1779751","1828148","1890336","1977399","2060857","2166222","2280199","2380375","2453881","2514482","2542413","2538863","2516498","2487340","2460924","2444920","2437749","2431204","2418641","2400266","2378332","2356098","2340650","2336321","2344657","2354032","2367182","2385225","2407468","2429955","2456705","",
"Kiribati","KIR","Population ages 0-14, female","SP.POP.0014.FE.IN","9225","9552","9858","10135","10389","10614","10838","11023","11170","11271","11341","11367","11364","11336","11302","11277","11275","11322","11404","11483","11552","11749","11865","11943","12069","12315","12548","12939","13420","13890","14271","14643","14922","15130","15316","15529","15730","15950","16157","16300","16367","16531","16522","16438","16436","16611","16605","16936","17424","17826","18037","18475","18663","18719","18859","19177","19454","19930","",
"St. Kitts and Nevis","KNA","Population ages 0-14, female","SP.POP.0014.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Population ages 0-14, female","SP.POP.0014.FE.IN","5205749","5421411","5600259","5754865","5897876","6042640","6161968","6283475","6404238","6501599","6565032","6600241","6609626","6595927","6568838","6532294","6497166","6437016","6364290","6298764","6251592","6181218","6140170","6107453","6041678","5926484","5834296","5684499","5504440","5343418","5227957","5084846","5024421","5009269","4982693","4917954","4910528","4836297","4718034","4617305","4561910","4486925","4441036","4412979","4369354","4293843","4207496","4117389","4029650","3925489","3818327","3743178","3646630","3547619","3470158","3411297","3365856","3340339","",
"Kuwait","KWT","Population ages 0-14, female","SP.POP.0014.FE.IN","44040","49832","56944","65583","75838","87747","100588","114782","130092","145889","161447","176270","190860","204896","217759","228942","239934","248768","256272","264033","273334","280478","289392","300419","312823","325436","342517","358159","369001","370838","361053","337072","","","","240385","237478","246165","261466","275624","283188","287683","285559","280966","280167","287034","289822","298558","311943","326718","340603","355066","368086","379191","388602","396101","410672","422470","",
"Latin America & Caribbean (excluding high income)","LAC","Population ages 0-14, female","SP.POP.0014.FE.IN","40224442","41612302","43075452","44562769","45993268","47323116","48741953","50015553","51188732","52334813","53488805","54651790","55822685","56976645","58067570","59073948","60096889","61040185","61923198","62781516","63635523","64542294","65436601","66309758","67138061","67903900","68680513","69370887","69994558","70580021","71139832","71645534","72130126","72574731","72953854","73256948","73540495","73769628","73939162","74043250","74076707","74088442","74001792","73847736","73669336","73489635","73222153","72969005","72709818","72416720","72082845","71756661","71423898","71081129","70726899","70362017","70107944","69802575","",
"Lao PDR","LAO","Population ages 0-14, female","SP.POP.0014.FE.IN","449694","460738","471348","481640","491771","501861","513932","525581","537274","549600","562898","579442","596851","614065","629405","641665","658668","672601","684959","698183","714109","729038","746417","765829","786434","807691","830441","853701","877485","901905","926931","956555","985864","1014099","1039905","1062079","1085455","1103610","1117452","1128416","1137298","1141148","1144172","1145634","1144712","1141446","1136436","1131035","1125297","1119362","1113227","1110120","1105843","1101801","1099882","1100950","1101621","1104786","",
"Lebanon","LBN","Population ages 0-14, female","SP.POP.0014.FE.IN","368384","384837","403094","421352","436936","448364","457251","462131","464538","467165","471751","477945","485699","493769","499983","502843","504826","504541","502771","500885","499787","495950","492900","490052","486317","480937","474507","466314","457714","450977","447935","448704","452564","458196","462870","464306","463842","459580","453506","449347","450284","477145","505343","532410","552984","562648","556765","541709","523917","513711","519029","545637","585919","633774","676787","704142","708394","700650","",
"Liberia","LBR","Population ages 0-14, female","SP.POP.0014.FE.IN","234293","241134","248480","256119","263610","270749","279040","286906","294541","302275","310326","319926","329641","339568","349767","360293","372304","383983","395851","408660","422819","439952","458259","475572","488488","494289","497406","495014","488121","478717","468788","459015","447877","439515","439585","452491","476066","510354","550454","587953","616068","639866","655258","665644","677364","695393","720303","749840","782029","813030","839681","863254","883576","901176","917442","933630","950859","967972","",
"Libya","LBY","Population ages 0-14, female","SP.POP.0014.FE.IN","298532","311470","326032","341990","358850","376459","396772","417829","439775","462841","487076","513913","541083","568613","596363","624050","652318","680046","706946","732563","756561","779056","799575","818202","835272","850986","865340","878727","890617","900137","906775","913068","915507","914948","912787","909763","905126","900691","896063","890391","883525","876336","868244","860160","853478","848919","848344","849914","852574","854473","854304","857747","859634","861040","863729","868994","871954","875496","",
"St. Lucia","LCA","Population ages 0-14, female","SP.POP.0014.FE.IN","19543","20118","20642","21128","21626","22176","22725","23351","24065","24805","25477","25478","25412","25301","25176","25081","25114","25179","25259","25330","25388","25220","25091","25036","25108","25326","25080","25008","25065","25184","25321","25379","25480","25593","25713","25830","25873","25870","25790","25609","25306","24930","24407","23801","23176","22586","21953","21419","20919","20408","19875","19348","18835","18315","17806","17320","17014","16699","",
"Latin America & Caribbean","LCN","Population ages 0-14, female","SP.POP.0014.FE.IN","46235255","47722243","49287173","50876194","52399585","53810034","55316207","56660336","57894214","59099595","60317356","61548716","62792583","64024217","65194997","66282238","67396640","68436346","69419140","70373767","71318318","72339061","73325964","74278836","75187725","76041413","76887287","77666924","78385158","79049688","79664587","80233685","80752264","81212783","81605373","81926079","82228955","82476865","82662014","82775850","82811369","82814161","82722004","82562034","82373105","82177061","81904741","81637088","81359385","81051798","80711414","80386211","80060867","79729388","79382520","79018841","78768659","78461642","",
"Least developed countries: UN classification","LDC","Population ages 0-14, female","SP.POP.0014.FE.IN","51327437","52887257","54428757","55966074","57508406","59062460","60923526","62756817","64556332","66298764","67960163","69871154","71678544","73426626","75178015","76973712","79066484","81164238","83272867","85377059","87466919","89960523","92376458","94755588","97146451","99576397","102330335","105040889","107731437","110412831","113087494","116037677","118950301","121812434","124596517","127281169","130315954","133205306","135999527","138772640","141578826","144782437","147992523","151208192","154399258","157533848","160917854","164201293","167421299","170624993","173834662","177074264","180292112","183481058","186621585","189703090","192888528","196008666","",
"Low income","LIC","Population ages 0-14, female","SP.POP.0014.FE.IN","35501973","36524182","37460447","38359714","39290710","40290998","41474849","42723407","44004063","45257984","46457308","47898629","49242988","50528748","51810424","53114367","54594468","56074354","57556583","59027443","60479133","62167456","63826270","65473561","67132549","68825980","70826383","72791959","74761019","76772318","78840829","81158954","83503785","85856539","88176806","90437282","93025242","95523749","97970933","100418875","102901785","105670562","108427441","111195644","113993155","116825082","119854096","122892080","125918619","128896168","131797272","134866735","137839113","140738459","143606214","146471620","149386714","152280521","",
"Liechtenstein","LIE","Population ages 0-14, female","SP.POP.0014.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Population ages 0-14, female","SP.POP.0014.FE.IN","2043216","2101993","2149332","2189836","2230895","2276063","2317857","2365619","2414427","2456042","2486154","2515694","2531858","2539317","2546536","2558456","2572246","2593866","2619241","2641327","2656667","2678558","2691942","2700211","2708527","2719000","2725952","2731455","2734710","2734269","2729338","2715972","2704456","2691047","2670720","2641143","2613564","2575438","2531890","2492585","2464132","2446002","2440167","2443822","2450920","2457915","2480615","2499646","2515721","2530357","2543392","2546689","2547794","2552457","2556425","2557087","2554661","2552570","",
"Lower middle income","LMC","Population ages 0-14, female","SP.POP.0014.FE.IN","184044875","189751375","195620569","201520742","207212136","212568671","218430299","223842406","228911724","233821606","238674006","244081229","249359108","254542239","259642371","264678937","270506099","276114775","281622002","287185700","292899434","299502756","306154364","312800301","319289833","325509353","332509304","338994838","345045885","350761674","356628472","362299834","367552800","372316733","376496023","380091608","383710789","386815607","389414154","391589251","393492884","396221472","398674706","400945189","403137173","405305014","407704856","410093715","412492434","414893098","417333932","420161897","422810729","425358997","427822848","430215609","432673359","435081659","",
"Low & middle income","LMY","Population ages 0-14, female","SP.POP.0014.FE.IN","439683136","448252068","460276062","474719407","488111092","500232074","514387119","526408112","537338930","548399428","559929010","572912608","585224330","596999595","607794182","617187626","626305592","634165191","641194816","647766491","654071745","660945077","668393333","675940708","683330733","690892800","701315213","711688825","721894949","731623565","740944070","751591314","759730598","766160003","771883003","777270616","779989385","783732186","787259939","788918100","788248105","788739380","787037834","784120845","781635961","780540745","781645514","783626598","786655971","790523485","795017027","800766640","807121212","813903037","820711452","827241040","834128420","840442753","",
"Lesotho","LSO","Population ages 0-14, female","SP.POP.0014.FE.IN","184668","188696","192488","196139","199831","203662","208332","213051","217839","222667","227556","232993","238480","244071","249841","255823","262734","269627","276523","283418","290267","298800","307118","314942","321848","327510","332411","336529","340385","344643","349639","352160","355542","359515","363554","367227","371480","375281","378489","380874","382208","383814","383937","383119","382136","381449","379471","378327","377869","377767","377923","378817","379961","381389","383192","385386","389308","392983","",
"Late-demographic dividend","LTE","Population ages 0-14, female","SP.POP.0014.FE.IN","206212090","207566001","212076511","218910331","224921313","230031292","236301850","241019982","245044646","249301148","253966751","259213152","263881393","268076183","271402311","273456551","274212369","274020916","273158605","271791402","269992061","267592852","265749278","264034670","262344458","261115167","261660942","262738579","264142835","265475101","266322533","268454626","268320602","267385769","266341935","265768743","261977157","259673839","257653500","254261694","248893514","243571981","236585105","228687545","221249029","215060712","210514603","206684924","203780769","201722748","200319526","199598965","199754207","200521032","201449197","202219575","203225048","203837631","",
"Lithuania","LTU","Population ages 0-14, female","SP.POP.0014.FE.IN","371543","377392","382224","387024","392564","398303","402795","407703","412167","415007","417265","416589","415080","412817","409990","406500","404921","401790","397892","394125","391564","389023","389248","391427","393941","396196","400198","403788","407115","409428","409920","408823","406103","401217","394600","386826","378885","370751","362117","352763","342554","328025","313970","300243","286131","271459","259599","249403","240306","232026","222761","216172","212241","209622","207967","206882","205574","204506","",
"Luxembourg","LUX","Population ages 0-14, female","SP.POP.0014.FE.IN","32519","33319","34206","34984","35678","36266","36727","36928","36967","36969","36850","36831","36738","36487","36265","35971","35391","34834","34363","33891","33392","32877","32207","31526","30991","30665","30646","30823","31158","31672","32358","33103","33911","34806","35756","36712","37560","38285","38940","39604","40218","40663","40998","41325","41678","42048","42218","42397","42721","43092","43439","43867","44283","44607","44974","45433","46490","47984","",
"Latvia","LVA","Population ages 0-14, female","SP.POP.0014.FE.IN","229049","232907","236632","240357","243692","245889","246993","247521","248135","248613","249203","248926","249842","251167","251896","251242","253088","252644","251013","249710","249954","249821","253017","258332","263526","267548","272589","276530","279449","280734","279995","278836","274194","266989","259752","252460","242846","233791","224865","215914","206325","195507","185832","177050","168511","160693","156974","153207","149617","146509","144289","142844","143098","144050","145071","145930","145547","145683","",
"Macao SAR, China","MAC","Population ages 0-14, female","SP.POP.0014.FE.IN","33798","34933","36864","39404","42005","44138","45894","46695","46568","45767","44510","41963","39485","37094","34662","32222","30430","28621","27154","26522","26906","27021","28129","29792","31399","32710","35334","37280","38906","40657","42607","44052","45511","46808","47674","48029","48345","48432","48313","47972","47354","46830","45627","43891","41883","39837","37824","36102","34746","33716","33014","33087","33360","33923","34842","36094","37971","40050","",
"St. Martin (French part)","MAF","Population ages 0-14, female","SP.POP.0014.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Population ages 0-14, female","SP.POP.0014.FE.IN","2721843","2847512","2984166","3122163","3246325","3348130","3453467","3539941","3611542","3675933","3736770","3798573","3852949","3902000","3948085","3993380","4040775","4088319","4137010","4188231","4243010","4313794","4387228","4461410","4532102","4595454","4664003","4716992","4759036","4797432","4835668","4857679","4886942","4914502","4926806","4917091","4907291","4871716","4819697","4767566","4724545","4676468","4645441","4625048","4604075","4577868","4561095","4536315","4510902","4497732","4503567","4516985","4551833","4600711","4649719","4690371","4738891","4769882","",
"Monaco","MCO","Population ages 0-14, female","SP.POP.0014.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Population ages 0-14, female","SP.POP.0014.FE.IN","397374","415482","434210","451846","465897","475779","483106","486557","486168","483792","480752","475039","471774","470208","468117","463960","462910","458153","452136","448121","448186","450455","456279","464086","471629","477816","486289","494486","501048","505320","507120","507609","504597","498398","490119","480103","468709","457098","446584","433754","418532","400624","380809","360150","340992","324488","312878","303664","296690","291282","286866","281812","277684","274425","272158","270908","270329","270666","",
"Madagascar","MDG","Population ages 0-14, female","SP.POP.0014.FE.IN","1094437","1134316","1176316","1218933","1259675","1297540","1340908","1380860","1418572","1456210","1495205","1542437","1589836","1637602","1685669","1734094","1790412","1846107","1901390","1956454","2011474","2073268","2133836","2193527","2252688","2311514","2376096","2440247","2504302","2568896","2634983","2711645","2788942","2867931","2950117","3036584","3136904","3239869","3344955","3450598","3555474","3668407","3777304","3883208","3987536","4090724","4193108","4295394","4395787","4491612","4581802","4672922","4757857","4839189","4921321","5007080","5097470","5192640","",
"Maldives","MDV","Population ages 0-14, female","SP.POP.0014.FE.IN","17047","17892","18754","19645","20567","21513","22563","23617","24649","25624","26519","27524","28444","29291","30091","30866","31717","32523","33343","34262","35344","36591","38057","39681","41352","43020","44993","46835","48583","50291","51952","53494","54912","56135","57054","57601","57767","57627","57189","56505","55627","54320","52939","51535","50182","48953","47856","46872","46064","45490","45197","45291","45625","46189","46901","47673","48620","49503","",
"Middle East & North Africa","MEA","Population ages 0-14, female","SP.POP.0014.FE.IN","22074601","22885735","23721918","24556656","25368222","26139834","26988903","27792654","28549723","29295516","30041209","30878592","31693114","32512352","33343204","34203698","35163434","36158573","37201356","38313259","39507910","40840050","42226942","43654655","45090637","46508394","48047910","49518715","50891417","52122594","53654837","54632757","55095622","55719656","56202432","56808115","56954227","57041059","57048895","56970797","56790922","56526240","56166986","55765213","55413286","55197900","55291897","55520863","55916433","56492119","57224965","58185259","59321472","60571357","61822251","62988456","64151921","65102837","",
"Mexico","MEX","Population ages 0-14, female","SP.POP.0014.FE.IN","8636981","8960019","9308373","9668800","10018685","10346963","10681527","10995130","11299217","11616692","11961877","12343486","12757041","13184925","13595809","13968430","14360823","14684775","14961182","15222109","15480764","15665532","15870345","16070023","16226967","16326002","16389827","16408675","16400107","16397148","16419630","16468798","16527842","16597128","16671647","16745944","16826308","16918899","17013707","17093694","17148264","17178225","17180395","17168320","17164925","17183891","17159149","17156311","17161270","17154934","17128201","17101298","17061628","17011929","16957684","16902081","16875558","16832806","",
"Marshall Islands","MHL","Population ages 0-14, female","SP.POP.0014.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Population ages 0-14, female","SP.POP.0014.FE.IN","404181163","411727886","422815615","436359693","448820382","459941076","472912270","483684705","493334867","503141444","513471702","525013979","535981342","546470847","555983758","564073259","571711124","578090837","583638233","588739048","593592612","598777621","604567063","610467147","616198184","622066820","630488830","638896866","647133930","654851247","662103241","670432360","676226813","680303464","683706197","686833334","686964143","688208437","689289006","688499225","685346320","683068818","678610393","672925201","667642806","663715663","661791418","660734518","660737352","661627317","663219755","665899905","669282099","673164578","677105238","680769420","684741706","688162232","",
"North Macedonia","MKD","Population ages 0-14, female","SP.POP.0014.FE.IN","275535","277753","280674","283681","285908","287042","287941","287974","287183","285842","284103","282607","280268","277928","276503","276392","275741","276660","278275","279303","279016","277882","275708","272755","269602","266576","264602","262421","260101","257662","255102","252595","250163","247744","245233","242662","239766","236461","232826","229077","225279","220675","216480","212393","207982","203085","198999","194172","189074","184466","180759","176893","174334","172773","171577","170367","169990","169242","",
"Mali","MLI","Population ages 0-14, female","SP.POP.0014.FE.IN","1062120","1081326","1100400","1118653","1134309","1146652","1169737","1188292","1203992","1219176","1235248","1264100","1291712","1318635","1344818","1370037","1407662","1442369","1475290","1507695","1540283","1584933","1628498","1670208","1708402","1741855","1787725","1827800","1864952","1903494","1946457","1994660","2046563","2101033","2155545","2208320","2271228","2330777","2389608","2451532","2519027","2598440","2682232","2770455","2862432","2957841","3069699","3183076","3297425","3411390","3523454","3648353","3768229","3884769","4000379","4116428","4232292","4348776","",
"Malta","MLT","Population ages 0-14, female","SP.POP.0014.FE.IN","63587","61711","59384","56728","54029","51262","49066","46751","44428","42269","40643","39353","38569","38131","37739","37543","37402","36982","36722","36624","36816","37019","37915","38641","38808","39570","40089","40190","40283","40347","40326","40984","40846","40615","40335","39971","39503","39114","38700","38218","37676","37331","36814","36143","35452","34802","33642","32652","31902","31242","30529","30224","30070","30119","30447","31000","31720","32419","",
"Myanmar","MMR","Population ages 0-14, female","SP.POP.0014.FE.IN","4362373","4506542","4661263","4816943","4959306","5083060","5214885","5328701","5430283","5529819","5632638","5756169","5875963","5994571","6113127","6231656","6360901","6488572","6614158","6736636","6855394","6984733","7109571","7226209","7328525","7411769","7504043","7568160","7608295","7630950","7638826","7633273","7621312","7602271","7575358","7543139","7510730","7477390","7443885","7413128","7386912","7396576","7412159","7432011","7450322","7461365","7489642","7496647","7489221","7479375","7473694","7425695","7391210","7360075","7317879","7259154","7193020","7115474","",
"Middle East & North Africa (excluding high income)","MNA","Population ages 0-14, female","SP.POP.0014.FE.IN","20530731","21286056","22057504","22829391","23575398","24282713","25066344","25796427","26486767","27156319","27812373","28553396","29264916","29964879","30675942","31415635","32241185","33101792","34004266","34958482","35977267","37133683","38328427","39555527","40799269","42035667","43374669","44660394","45862060","46936483","48320428","49156965","49821412","50330854","50717655","51003848","51120312","51168468","51122701","50975301","50721919","50420745","50033593","49604140","49212630","48937162","48999517","49181421","49513198","50005925","50654133","51541716","52598370","53762792","54925006","56004681","57066735","57926333","",
"Montenegro","MNE","Population ages 0-14, female","SP.POP.0014.FE.IN","81099","82865","85023","87161","88616","88934","88597","87112","84901","82739","81216","80015","79551","79546","79469","78979","78594","77722","76603","75676","75187","74773","74881","75228","75375","75070","75482","75334","74848","74407","74199","72889","71956","71193","70279","69057","68096","66813","65328","63861","62570","61966","61434","60988","60446","59877","59486","59037","58520","57949","57324","57009","56601","56147","55696","55258","54721","54323","",
"Mongolia","MNG","Population ages 0-14, female","SP.POP.0014.FE.IN","178773","188058","199193","211371","223251","234085","246206","256428","265545","274846","284942","294976","306076","317455","327799","336445","345534","352589","358296","363870","369979","376480","383452","390792","398255","405754","414961","424199","432625","438988","442403","447364","448274","446532","444044","441762","435083","430356","426397","421234","413974","404653","393302","381070","370189","362118","356217","353418","353691","356567","361864","371201","382706","395928","409850","423436","438345","450744","",
"Northern Mariana Islands","MNP","Population ages 0-14, female","SP.POP.0014.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Population ages 0-14, female","SP.POP.0014.FE.IN","1595600","1639481","1681713","1722630","1761968","1799608","1847543","1892411","1935286","1977558","2020236","2074786","2128080","2181579","2236844","2294844","2365698","2434891","2502063","2566034","2624972","2705930","2782883","2850936","2902962","2934844","2983364","3010761","3030692","3064761","3129215","3173910","3250109","3348331","3450689","3543124","3661468","3765325","3860213","3956480","4061717","4193511","4330145","4471267","4614281","4757075","4912784","5066378","5218607","5370445","5522312","5681473","5839325","5995674","6149924","6301793","6458566","6611532","",
"Mauritania","MRT","Population ages 0-14, female","SP.POP.0014.FE.IN","189456","196040","202274","208370","214642","221218","228703","236357","244087","251700","259097","267407","275433","283249","290977","298688","307509","316122","324645","333206","341889","351763","361675","371622","381526","391361","402527","413598","424602","435589","446587","458443","470155","481950","494131","506887","519948","533498","547395","561343","575130","590067","604745","619295","633944","648831","664867","681004","697423","714347","731961","750649","769868","789420","808888","827946","848377","867921","",
"Mauritius","MUS","Population ages 0-14, female","SP.POP.0014.FE.IN","150733","155721","160403","164752","168399","171125","173634","174982","175652","176221","176866","175650","175154","175147","175008","174362","172390","170474","168908","169404","170700","169981","168552","166322","164101","161484","159246","156872","154503","152681","151413","150285","150538","151243","152208","151855","152708","152591","151535","151115","150915","149922","150060","150787","150770","149557","148064","145253","141567","137916","134800","131035","128076","125529","122961","120123","117106","113971","",
"Malawi","MWI","Population ages 0-14, female","SP.POP.0014.FE.IN","812400","831935","847605","861673","877503","896718","923655","952830","983794","1015129","1046042","1083373","1119588","1155387","1191703","1229014","1273844","1319537","1365258","1409347","1450886","1495680","1534917","1576593","1632074","1708682","1796875","1902769","2010903","2098152","2148258","2207631","2232938","2239109","2250051","2283364","2338571","2411901","2497726","2584302","2663090","2744641","2818670","2888636","2960781","3039265","3123146","3213337","3307402","3400401","3489097","3578793","3659368","3735062","3812621","3895456","3973785","4062165","",
"Malaysia","MYS","Population ages 0-14, female","SP.POP.0014.FE.IN","1842897","1908827","1977149","2044297","2105590","2158171","2210661","2250188","2281113","2310831","2343637","2365806","2395225","2428886","2461360","2490642","2524446","2555285","2584892","2617258","2654625","2695461","2741406","2792781","2848898","2909595","2980422","3051739","3121724","3189659","3255461","3316284","3375880","3434644","3492742","3550002","3603673","3655883","3702915","3740295","3765877","3800227","3815195","3815914","3810258","3803602","3815240","3823639","3826598","3822129","3812029","3785821","3763758","3746707","3733978","3724264","3725677","3730508","",
"North America","NAC","Population ages 0-14, female","SP.POP.0014.FE.IN","30087220","30710468","31147226","31439273","31651318","31777964","31810718","31772744","31653696","31464389","31271279","30974630","30627927","30237817","29810051","29378270","29005186","28600029","28199596","27863097","27584273","27476388","27444171","27473583","27539084","27641515","27922697","28215522","28520538","28857486","29237727","29787996","30335236","30827574","31233879","31561151","31948483","32238175","32439937","32615620","32780317","32805980","32874495","32937187","32963731","32912920","33084467","33162911","33189653","33198050","33208847","33183156","33112694","33017627","32958660","32938287","32904100","32982677","",
"Namibia","NAM","Population ages 0-14, female","SP.POP.0014.FE.IN","125730","129629","133704","137879","142013","146050","150512","154809","159125","163752","168856","174731","181123","187818","194453","200782","208458","215775","222816","229685","236429","242727","248721","254891","261920","270293","276878","284760","293328","301645","309084","318144","326140","333469","340733","348250","356927","365389","373257","379927","384912","391078","396012","399760","402541","404676","406853","408603","410421","413096","417188","421030","426551","433328","440554","447658","455806","463061","",
"New Caledonia","NCL","Population ages 0-14, female","SP.POP.0014.FE.IN","14518","14965","15442","15962","16500","17023","17632","18221","18787","19643","21189","22766","23879","24492","24911","25017","25437","25747","25830","25807","25926","26120","26518","26908","27147","27167","27218","27119","26892","26707","26748","26848","27088","27468","27923","28273","28719","29092","29423","29782","30178","30506","30873","31149","31257","31213","30941","30541","30067","29573","29252","29336","29530","29799","30053","30267","30575","30777","",
"Niger","NER","Population ages 0-14, female","SP.POP.0014.FE.IN","828102","850496","871060","890906","911490","933380","962719","992228","1021660","1050208","1077363","1111348","1143004","1172993","1202209","1231174","1268627","1304867","1340462","1376000","1411898","1459838","1506728","1553059","1598782","1643477","1699755","1752338","1802855","1853236","1904621","1969603","2034829","2100831","2167650","2235523","2322975","2409695","2497575","2588506","2683372","2798680","2914985","3033726","3155856","3281748","3424159","3568685","3716096","3866760","4020941","4190212","4361521","4535544","4712720","4893041","5085203","5279641","",
"Nigeria","NGA","Population ages 0-14, female","SP.POP.0014.FE.IN","9301773","9535492","9761645","9984487","10207257","10430948","10709771","10980999","11249531","11521202","11800750","12136416","12477529","12828860","13195896","13583728","14049765","14521472","14997484","15472650","15939759","16484568","17010769","17522353","18023806","18517997","19063004","19588385","20094745","20582034","21049699","21570823","22068457","22546528","23011025","23468060","24018100","24556493","25091490","25634110","26193362","26878895","27571899","28279525","29008011","29761881","30629673","31503130","32387442","33287308","34203598","35187333","36179543","37169290","38140634","39085300","40082926","41035388","",
