Region,Sub Region,Country,Count,Rate,Year
Asia,South-Eastern Asia,Indonesia,26298,10.18662254,2015
Asia,South-Eastern Asia,Myanmar,2925,5.581670245,2015
Asia,South-Eastern Asia,Philippines,82751,81.35466194,2015
Asia,South-Eastern Asia,Singapore,15207,274.7295431,2015
Asia,South-Eastern Asia,Thailand,39371,57.3439794,2015
Asia,Southern Asia,Pakistan,38902,20.54171223,2015
Asia,Southern Asia,Sri Lanka,6425,31.01760931,2015
Asia,Western Asia,Armenia,5365,183.9249901,2015
Asia,Western Asia,Cyprus,918,79.07078903,2015
Asia,Western Asia,Lebanon,25030,427.7551026,2015
Asia,Western Asia,Turkey,213310,272.5258572,2015
Asia,Western Asia,United Arab Emirates,6211,67.84788179,2015
Europe,Eastern Europe,Bulgaria,38315,533.8287033,2015
Europe,Eastern Europe,Czech Republic,84793,799.6501619,2015
Europe,Eastern Europe,Hungary,111326,1137.846008,2015
Europe,Eastern Europe,Poland,145228,379.529968,2015
Europe,Eastern Europe,Romania,108439,545.5605357,2015
Europe,Eastern Europe,Russian Federation,1111925,772.7711617,2015
Europe,Eastern Europe,Slovakia,24091,442.9047906,2015
Europe,Northern Europe,Denmark,225868,3970.471259,2015
Europe,Northern Europe,Estonia,11354,863.2113378,2015
Europe,Northern Europe,Finland,122226,2229.60157,2015
Europe,Northern Europe,Iceland,4032,1220.919141,2015
Europe,Northern Europe,Ireland,75864,1614.090913,2015
Europe,Northern Europe,Latvia,19387,972.9191539,2015
Europe,Northern Europe,Lithuania,22783,777.0659969,2015
Europe,Northern Europe,Norway,114828,2208.300416,2015
Europe,Northern Europe,Sweden,399646,4093.238484,2015
Europe,Northern Europe,United Kingdom (England and Wales),1263346,2182.494578,2015
Europe,Northern Europe,United Kingdom (Northern Ireland),25714,1388.729119,2015
Europe,Northern Europe,United Kingdom (Scotland),86748,1614.51703,2015
Europe,Southern Europe,Albania,7187,245.847917,2015
Europe,Southern Europe,Andorra,1046,1340.784987,2015
